"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G55003500017002","550350017002","65","6"
"G55003701901011","550371901011","88","10"
"G55003701901012","550371901012","96","10"
"G55003701901021","550371901021","65","6"
"G55003701901022","550371901022","66","6"
"G55003701902001","550371902001","72","8"
"G55003701902002","550371902002","76","8"
"G55003900401001","550390401001","73","8"
"G55003900401002","550390401002","66","6"
"G55003900401003","550390401003","72","8"
"G55003900401004","550390401004","76","8"
"G55003900401005","550390401005","78","8"
"G55003900402001","550390402001","86","9"
"G55003900402002","550390402002","81","9"
"G55003900402003","550390402003","78","8"
"G55003900403001","550390403001","90","10"
"G55003900403002","550390403002","90","10"
"G55003900403003","550390403003","90","10"
"G55003900403004","550390403004","90","10"
"G55003900403005","550390403005","90","10"
"G55003900404001","550390404001","64","6"
"G55003900404002","550390404002","82","9"
"G55003900404003","550390404003","84","9"
"G55003900405001","550390405001","93","10"
"G55003900405002","550390405002","GQ","GQ"
"G55003900405003","550390405003","91","10"
"G55003900405004","550390405004","96","10"
"G55003900407001","550390407001","83","9"
"G55003900407002","550390407002","75","8"
"G55003900407003","550390407003","77","8"
"G55003900407004","550390407004","57","5"
"G55003900407005","550390407005","36","2"
"G55003900408001","550390408001","79","9"
"G55003900408002","550390408002","81","9"
"G55003900408003","550390408003","81","9"
"G55003900408004","550390408004","80","9"
"G55003900408005","550390408005","77","8"
"G55003900409001","550390409001","85","9"
"G55003900409002","550390409002","74","8"
"G55003900409003","550390409003","63","6"
"G55003900409004","550390409004","87","9"
"G55003900410001","550390410001","64","6"
"G55003900410002","550390410002","83","9"
"G55003900411011","550390411011","38","2"
"G55003900411012","550390411012","48","4"
"G55003900411013","550390411013","43","3"
"G55003900411021","550390411021","48","4"
"G55003900411022","550390411022","50","4"
"G55003900413001","550390413001","92","10"
"G55003900413002","550390413002","99","10"
"G55003900413003","550390413003","66","6"
"G55003900413004","550390413004","69","7"
"G55003900413005","550390413005","70","7"
"G55003900414001","550390414001","55","5"
"G55003900414002","550390414002","45","3"
"G55003900414003","550390414003","51","4"
"G55003900414004","550390414004","47","3"
"G55003900414005","550390414005","45","3"
"G55003900415001","550390415001","70","7"
"G55003900415002","550390415002","66","6"
"G55003900415003","550390415003","72","8"
"G55003900416001","550390416001","83","9"
"G55003900416002","550390416002","58","5"
"G55003900416003","550390416003","78","8"
"G55003900416004","550390416004","59","5"
"G55003900416005","550390416005","GQ","GQ"
"G55003900417001","550390417001","61","6"
"G55003900417002","550390417002","64","6"
"G55003900417003","550390417003","51","4"
"G55003900417004","550390417004","51","4"
"G55003900418001","550390418001","41","3"
"G55003900418002","550390418002","76","8"
"G55003900418003","550390418003","64","6"
"G55003900418004","550390418004","52","4"
"G55003900419011","550390419011","46","3"
"G55003900419012","550390419012","45","3"
"G55003900419013","550390419013","46","3"
"G55003900419014","550390419014","46","3"
"G55003900419021","550390419021","65","6"
"G55003900419022","550390419022","34","2"
"G55003900419023","550390419023","41","3"
"G55003900420011","550390420011","40","2"
"G55003900420012","550390420012","32","2"
"G55003900420021","550390420021","38","2"
"G55003900420022","550390420022","GQ","GQ"
"G55003900420023","550390420023","33","2"
"G55003900420024","550390420024","27","1"
"G55003900421001","550390421001","54","4"
"G55003900421002","550390421002","57","5"
"G55003900421003","550390421003","49","4"
"G55003900421004","550390421004","55","5"
"G55003900422001","550390422001","38","2"
"G55003900422002","550390422002","57","5"
"G55003900422003","550390422003","54","4"
"G55003900422004","550390422004","44","3"
"G55004109501001","550419501001","80","9"
"G55004109501002","550419501002","73","8"
"G55004109502001","550419502001","83","9"
"G55004109502002","550419502002","75","8"
"G55004109502003","550419502003","79","9"
"G55004109503001","550419503001","82","9"
"G55004109503002","550419503002","71","7"
"G55004109503003","550419503003","66","6"
"G55004109504001","550419504001","75","8"
"G55004109504002","550419504002","73","8"
"G55004109504003","550419504003","48","4"
"G55004309601001","550439601001","84","9"
"G55004309601002","550439601002","82","9"
"G55004309601003","550439601003","48","4"
"G55004309601004","550439601004","71","7"
"G55004309602001","550439602001","GQ","GQ"
"G55004309602002","550439602002","78","8"
"G55004309602003","550439602003","86","9"
"G55004309602004","550439602004","79","9"
"G55004309603001","550439603001","61","6"
"G55004309603002","550439603002","71","7"
"G55004309603003","550439603003","78","8"
"G55004309603004","550439603004","72","8"
"G55004309604001","550439604001","79","9"
"G55004309604002","550439604002","74","8"
"G55004309604003","550439604003","76","8"
"G55004309604004","550439604004","79","9"
"G55004309605001","550439605001","46","3"
"G55004309605002","550439605002","75","8"
"G55004309605003","550439605003","61","6"
"G55004309605004","550439605004","84","9"
"G55004309606001","550439606001","52","4"
"G55004309606002","550439606002","71","7"
"G55004309606003","550439606003","51","4"
"G55004309607001","550439607001","72","8"
"G55004309607002","550439607002","67","7"
"G55004309607003","550439607003","70","7"
"G55004309607004","550439607004","58","5"
"G55004309608001","550439608001","63","6"
"G55004309608002","550439608002","69","7"
"G55004309608003","550439608003","53","4"
"G55004309609001","550439609001","59","5"
"G55004309609002","550439609002","77","8"
"G55004309609003","550439609003","70","7"
"G55004309610001","550439610001","GQ","GQ"
"G55004309610002","550439610002","63","6"
"G55004309610003","550439610003","80","9"
"G55004309610004","550439610004","59","5"
"G55004309610005","550439610005","56","5"
"G55004309611001","550439611001","53","4"
"G55004309611002","550439611002","69","7"
"G55004309611003","550439611003","65","6"
"G55004309611004","550439611004","65","6"
"G55004309612001","550439612001","47","3"
"G55004309612002","550439612002","49","4"
"G55004309612003","550439612003","62","6"
"G55004309612004","550439612004","61","6"
"G55004509601001","550459601001","33","2"
"G55004509601002","550459601002","31","1"
"G55004509601003","550459601003","66","6"
"G55004509601004","550459601004","38","2"
"G55004509602001","550459602001","47","3"
"G55004509602002","550459602002","43","3"
"G55004509602003","550459602003","31","1"
"G55004509602004","550459602004","46","3"
"G55004509603001","550459603001","35","2"
"G55004509603002","550459603002","72","8"
"G55004509603003","550459603003","44","3"
"G55004509603004","550459603004","44","3"
"G55004509604001","550459604001","68","7"
"G55004509604002","550459604002","78","8"
"G55004509604003","550459604003","77","8"
"G55004509604004","550459604004","56","5"
"G55004509605001","550459605001","69","7"
"G55004509605002","550459605002","79","9"
"G55004509605003","550459605003","79","9"
"G55004509605004","550459605004","83","9"
"G55004509606001","550459606001","63","6"
"G55004509606002","550459606002","66","6"
"G55004509606003","550459606003","66","7"
"G55004509607001","550459607001","54","4"
"G55004509607002","550459607002","52","4"
"G55004509607003","550459607003","53","4"
"G55004509607004","550459607004","59","5"
"G55004509608001","550459608001","79","9"
"G55004509608002","550459608002","81","9"
"G55004509608003","550459608003","63","6"
"G55004509608004","550459608004","76","8"
"G55004701001001","550471001001","73","8"
"G55004701001002","550471001002","65","6"
"G55004701001003","550471001003","77","8"
"G55004701002001","550471002001","84","9"
"G55004701002002","550471002002","84","9"
"G55004701002003","550471002003","64","6"
"G55004701003001","550471003001","64","6"
"G55004701003002","550471003002","82","9"
"G55004701003003","550471003003","83","9"
"G55004701004001","550471004001","40","2"
"G55004701004002","550471004002","45","3"
"G55004701004003","550471004003","66","7"
"G55004701005001","550471005001","43","3"
"G55004701005002","550471005002","70","7"
"G55004701005003","550471005003","57","5"
"G55004701006001","550471006001","42","3"
"G55004701006002","550471006002","59","5"
"G55004701006003","550471006003","72","8"
"G55004701006004","550471006004","76","8"
"G55004909501001","550499501001","64","6"
"G55004909501002","550499501002","30","1"
"G55004909501003","550499501003","31","2"
"G55004909502001","550499502001","42","3"
"G55004909502002","550499502002","86","9"
"G55004909502003","550499502003","69","7"
"G55004909503001","550499503001","64","6"
"G55004909503002","550499503002","68","7"
"G55004909503003","550499503003","67","7"
"G55004909504001","550499504001","68","7"
"G55004909504002","550499504002","46","3"
"G55004909504003","550499504003","60","5"
"G55004909504004","550499504004","53","4"
"G55004909505001","550499505001","37","2"
"G55004909505002","550499505002","48","4"
"G55004909505003","550499505003","41","3"
"G55004909506001","550499506001","60","5"
"G55004909506002","550499506002","64","6"
"G55004909506003","550499506003","57","5"
"G55004909506004","550499506004","54","4"
"G55005101801001","550511801001","99","10"
"G55005101801002","550511801002","94","10"
"G55005101801003","550511801003","95","10"
"G55005101801004","550511801004","94","10"
"G55005101802001","550511802001","80","9"
"G55005101802002","550511802002","76","8"
"G55005101803001","550511803001","48","4"
"G55005101803002","550511803002","46","3"
"G55005109900000","550519900000","PH","PH"
"G55005309601001","550539601001","68","7"
"G55005309601002","550539601002","70","7"
"G55005309601003","550539601003","GQ","GQ"
"G55005309602001","550539602001","86","9"
"G55005309602002","550539602002","72","8"
"G55005309602003","550539602003","61","6"
"G55005309603001","550539603001","63","6"
"G55005309603002","550539603002","55","5"
"G55005309603003","550539603003","72","8"
"G55005309603004","550539603004","79","9"
"G55005309604001","550539604001","52","4"
"G55005309604002","550539604002","57","5"
"G55005309604003","550539604003","66","7"
"G55005309605001","550539605001","85","9"
"G55005309605002","550539605002","88","10"
"G55005309605003","550539605003","68","7"
"G55005309605004","550539605004","86","9"
"G55005501001001","550551001001","69","7"
"G55005501001002","550551001002","55","5"
"G55005501001003","550551001003","67","7"
"G55005501001004","550551001004","58","5"
"G55005501001005","550551001005","70","7"
"G55005501002001","550551002001","80","9"
"G55005501002002","550551002002","77","8"
"G55005501002003","550551002003","78","8"
"G55005501002004","550551002004","76","8"
"G55005501003011","550551003011","48","4"
"G55005501003012","550551003012","56","5"
"G55005501003013","550551003013","77","8"
"G55005501003021","550551003021","GQ","GQ"
"G55005501003022","550551003022","73","8"
"G55005501004001","550551004001","54","4"
"G55005501004002","550551004002","60","5"
"G55005501004003","550551004003","38","2"
"G55005501004004","550551004004","40","2"
"G55005501005001","550551005001","53","4"
"G55005501005002","550551005002","56","5"
"G55005501005003","550551005003","50","4"
"G55005501005004","550551005004","46","3"
"G55005501005005","550551005005","48","4"
"G55005501006011","550551006011","23","1"
"G55005501006021","550551006021","36","2"
"G55005501006022","550551006022","54","4"
"G55005501006023","550551006023","37","2"
"G55005501007001","550551007001","47","3"
"G55005501007002","550551007002","38","2"
"G55005501007003","550551007003","32","2"
"G55005501008001","550551008001","40","2"
"G55005501008002","550551008002","35","2"
"G55005501008003","550551008003","38","2"
"G55005501009001","550551009001","56","5"
"G55005501009002","550551009002","44","3"
"G55005501009003","550551009003","42","3"
"G55005501010001","550551010001","49","4"
"G55005501010002","550551010002","68","7"
"G55005501010003","550551010003","65","6"
"G55005501011001","550551011001","60","5"
"G55005501011002","550551011002","60","5"
"G55005501011003","550551011003","58","5"
"G55005501012011","550551012011","36","2"
"G55005501012012","550551012012","38","2"
"G55005501012021","550551012021","35","2"
"G55005501013001","550551013001","51","4"
"G55005501013002","550551013002","53","4"
"G55005501013003","550551013003","53","4"
"G55005501013004","550551013004","67","7"
"G55005501014001","550551014001","76","8"
"G55005501014002","550551014002","57","5"
"G55005501014003","550551014003","56","5"
"G55005501015001","550551015001","74","8"
"G55005501015002","550551015002","54","4"
"G55005501015003","550551015003","71","7"
"G55005501015004","550551015004","76","8"
"G55005501016001","550551016001","GQ","GQ"
"G55005501016002","550551016002","44","3"
"G55005501016003","550551016003","62","6"
"G55005501016004","550551016004","48","4"
"G55005501017011","550551017011","35","2"
"G55005501017021","550551017021","50","4"
"G55005501017022","550551017022","33","2"
"G55005501017023","550551017023","30","1"
"G55005501017024","550551017024","39","2"
"G55005701001001","550571001001","78","8"
"G55005701001002","550571001002","76","8"
"G55005701002001","550571002001","65","6"
"G55005701002002","550571002002","60","5"
"G55005701002003","550571002003","53","4"
"G55005701002004","550571002004","83","9"
"G55005701003011","550571003011","76","8"
"G55005701003021","550571003021","52","4"
"G55005701003022","550571003022","71","7"
"G55005701003023","550571003023","53","4"
"G55005701004001","550571004001","89","10"
"G55005701004002","550571004002","81","9"
"G55005701004003","550571004003","67","7"
"G55005701004004","550571004004","GQ","GQ"
"G55005701005001","550571005001","77","8"
"G55005701005002","550571005002","GQ","GQ"
"G55005701005003","550571005003","82","9"
"G55005701005004","550571005004","71","7"
"G55005701006001","550571006001","61","6"
"G55005701006002","550571006002","86","9"
"G55005701006003","550571006003","84","9"
"G55005701006004","550571006004","75","8"
"G55005701007001","550571007001","57","5"
"G55005701007002","550571007002","66","7"
"G55005701007003","550571007003","68","7"
"G55005900001011","550590001011","73","8"
"G55005900001012","550590001012","51","4"
"G55005900001021","550590001021","65","6"
"G55005900001022","550590001022","38","2"
"G55005900001023","550590001023","55","5"
"G55005900001024","550590001024","69","7"
"G55005900003001","550590003001","GQ","GQ"
"G55005900003002","550590003002","81","9"
"G55005900003003","550590003003","80","9"
"G55005900004001","550590004001","71","7"
"G55005900004002","550590004002","45","3"
"G55005900004003","550590004003","62","6"
"G55005900004004","550590004004","75","8"
"G55005900005011","550590005011","58","5"
"G55005900005012","550590005012","60","5"
"G55005900005013","550590005013","58","5"
"G55005900005021","550590005021","62","6"
"G55005900005022","550590005022","60","5"
"G55005900005023","550590005023","70","7"
"G55005900006011","550590006011","38","2"
"G55005900006012","550590006012","71","7"
"G55005900006013","550590006013","GQ","GQ"
"G55005900006014","550590006014","35","2"
"G55005900006015","550590006015","53","4"
"G55005900006016","550590006016","59","5"
"G55005900006031","550590006031","44","3"
"G55005900006032","550590006032","42","3"
"G55005900006033","550590006033","34","2"
"G55005900006041","550590006041","40","2"
"G55005900006042","550590006042","31","2"
"G55005900006043","550590006043","41","3"
"G55005900007001","550590007001","68","7"
"G55005900007002","550590007002","68","7"
"G55005900007003","550590007003","68","7"
"G55005900007004","550590007004","68","7"
"G55005900007005","550590007005","68","7"
"G55005900008001","550590008001","81","9"
"G55005900008002","550590008002","80","9"
"G55005900008003","550590008003","81","9"
"G55005900009001","550590009001","78","8"
"G55005900009002","550590009002","84","9"
"G55005900009003","550590009003","88","10"
"G55005900009004","550590009004","90","10"
"G55005900009005","550590009005","92","10"
"G55005900010001","550590010001","53","4"
"G55005900010002","550590010002","56","5"
"G55005900010003","550590010003","45","3"
"G55005900011001","550590011001","93","10"
"G55005900011002","550590011002","83","9"
"G55005900011003","550590011003","96","10"
"G55005900012001","550590012001","82","9"
"G55005900012002","550590012002","79","9"
"G55005900012003","550590012003","78","8"
"G55005900012004","550590012004","77","8"
"G55005900013001","550590013001","66","7"
"G55005900013002","550590013002","76","8"
"G55005900013003","550590013003","67","7"
"G55005900013004","550590013004","73","8"
"G55005900014011","550590014011","66","7"
"G55005900014012","550590014012","61","6"
"G55005900014013","550590014013","50","4"
"G55005900014021","550590014021","60","5"
"G55005900014022","550590014022","65","6"
"G55005900014023","550590014023","57","5"
"G55005900015001","550590015001","71","7"
"G55005900015002","550590015002","73","8"
"G55005900015003","550590015003","69","7"
"G55005900015004","550590015004","72","8"
"G55005900015005","550590015005","71","7"
"G55005900016001","550590016001","87","9"
"G55005900016002","550590016002","78","8"
"G55005900016003","550590016003","74","8"
"G55005900017001","550590017001","72","8"
"G55005900017002","550590017002","73","8"
"G55005900017003","550590017003","71","7"
"G55005900018001","550590018001","77","8"
"G55005900018002","550590018002","76","8"
"G55005900019001","550590019001","41","3"
"G55005900019002","550590019002","41","3"
"G55005900019003","550590019003","41","3"
"G55005900020001","550590020001","37","2"
"G55005900020002","550590020002","41","3"
"G55005900020003","550590020003","36","2"
"G55005900021001","550590021001","64","6"
"G55005900021002","550590021002","67","7"
"G55005900021003","550590021003","74","8"
"G55005900021004","550590021004","79","9"
"G55005900022001","550590022001","81","9"
"G55005900022002","550590022002","65","6"
"G55005900022003","550590022003","61","6"
"G55005900023001","550590023001","62","6"
"G55005900023002","550590023002","59","5"
"G55005900023003","550590023003","52","4"
"G55005900023004","550590023004","45","3"
"G55005900023005","550590023005","56","5"
"G55005900024001","550590024001","50","4"
"G55005900024002","550590024002","38","2"
"G55005900024003","550590024003","40","2"
"G55005900024004","550590024004","52","4"
"G55005900024005","550590024005","75","8"
"G55005900025001","550590025001","39","2"
"G55005900025002","550590025002","32","2"
"G55005900026031","550590026031","35","2"
"G55005900026032","550590026032","43","3"
"G55005900026041","550590026041","32","2"
"G55005900026042","550590026042","35","2"
"G55005900026051","550590026051","28","1"
"G55005900026052","550590026052","46","3"
"G55005900026053","550590026053","44","3"
"G55005900026061","550590026061","30","1"
"G55005900026062","550590026062","37","2"
"G55005900027001","550590027001","21","1"
"G55005900027002","550590027002","31","2"
"G55005900027003","550590027003","72","8"
"G55005900028011","550590028011","59","5"
"G55005900028012","550590028012","29","1"
"G55005900028013","550590028013","40","2"
"G55005900028021","550590028021","25","1"
"G55005900028022","550590028022","25","1"
"G55005900029031","550590029031","41","3"
"G55005900029032","550590029032","56","5"
"G55005900029041","550590029041","50","4"
"G55005900029042","550590029042","50","4"
"G55005900029043","550590029043","62","6"
"G55005900029044","550590029044","42","3"
"G55005900029051","550590029051","51","4"
"G55005900029052","550590029052","46","3"
"G55005900029053","550590029053","58","5"
"G55005900029061","550590029061","48","4"
"G55005900029062","550590029062","32","2"
"G55005900029063","550590029063","27","1"
"G55005900030011","550590030011","49","4"
"G55005900030012","550590030012","41","3"
"G55005900030013","550590030013","46","3"
"G55005900030014","550590030014","44","3"
"G55005900030021","550590030021","43","3"
"G55005900030022","550590030022","41","3"
"G55005900030023","550590030023","47","3"
"G55005909900000","550599900000","PH","PH"
"G55006109601001","550619601001","72","8"
"G55006109601002","550619601002","81","9"
"G55006109601003","550619601003","82","9"
"G55006109602001","550619602001","58","5"
"G55006109602002","550619602002","57","5"
"G55006109602003","550619602003","53","4"
"G55006109604011","550619604011","55","5"
"G55006109604012","550619604012","55","5"
"G55006109604013","550619604013","55","5"
"G55006109604021","550619604021","43","3"
"G55006109604022","550619604022","40","2"
"G55006109604023","550619604023","56","5"
"G55006109605001","550619605001","52","4"
"G55006109605002","550619605002","86","9"
"G55006109605003","550619605003","53","4"
"G55006109605004","550619605004","49","4"
"G55006109605005","550619605005","72","8"
"G55006109900000","550619900000","PH","PH"
"G55006300001001","550630001001","76","8"
"G55006300001002","550630001002","74","8"
"G55006300001003","550630001003","77","8"
"G55006300001004","550630001004","77","8"
"G55006300001005","550630001005","78","8"
"G55006300001006","550630001006","PH","PH"
"G55006300001007","550630001007","78","8"
"G55006300002001","550630002001","85","9"
"G55006300002002","550630002002","84","9"
"G55006300002003","550630002003","85","9"
"G55006300002004","550630002004","85","9"
"G55006300003001","550630003001","81","9"
"G55006300003002","550630003002","PH","PH"
"G55006300003003","550630003003","GQ","GQ"
"G55006300004011","550630004011","GQ","GQ"
"G55006300004012","550630004012","72","8"
"G55006300004021","550630004021","85","9"
"G55006300004022","550630004022","84","9"
"G55006300004023","550630004023","85","9"
"G55006300005001","550630005001","94","10"
"G55006300005002","550630005002","GQ","GQ"
"G55006300006001","550630006001","56","5"
"G55006300006002","550630006002","46","3"
"G55006300006003","550630006003","49","4"
"G55006300007001","550630007001","31","2"
"G55006300007002","550630007002","57","5"
"G55006300007003","550630007003","65","6"
"G55006300007004","550630007004","56","5"
"G55006300007005","550630007005","62","6"
"G55006300008001","550630008001","41","3"
"G55006300008002","550630008002","31","2"
"G55006300008003","550630008003","73","8"
"G55006300008004","550630008004","68","7"
"G55006300009001","550630009001","84","9"
"G55006300009002","550630009002","17","1"
"G55006300009003","550630009003","56","5"
"G55006300009004","550630009004","81","9"
"G55006300010001","550630010001","68","7"
"G55006300010002","550630010002","75","8"
"G55006300010003","550630010003","69","7"
"G55006300010004","550630010004","69","7"
"G55006300011011","550630011011","73","8"
"G55006300011012","550630011012","75","8"
"G55006300011021","550630011021","76","8"
"G55006300011022","550630011022","70","7"
"G55006300011023","550630011023","74","8"
"G55006300012001","550630012001","65","6"
"G55006300012002","550630012002","58","5"
"G55006300012003","550630012003","64","6"
"G55006300012004","550630012004","63","6"
"G55006300101011","550630101011","47","3"
"G55006300101012","550630101012","46","3"
"G55006300101013","550630101013","62","6"
"G55006300101014","550630101014","63","6"
"G55006300101021","550630101021","99","10"
"G55006300101022","550630101022","50","4"
"G55006300101023","550630101023","50","4"
"G55006300102021","550630102021","44","3"
"G55006300102022","550630102022","39","2"
"G55006300102023","550630102023","40","2"
"G55006300102024","550630102024","40","2"
"G55006300102025","550630102025","PH","PH"
"G55006300102031","550630102031","46","3"
"G55006300102032","550630102032","49","4"
"G55006300102041","550630102041","55","5"
"G55006300102042","550630102042","48","4"
"G55006300102043","550630102043","56","5"
"G55006300102051","550630102051","31","2"
"G55006300102052","550630102052","29","1"
"G55006300102053","550630102053","32","2"
"G55006300103001","550630103001","77","8"
"G55006300103002","550630103002","56","5"
"G55006300103003","550630103003","72","8"
"G55006300104011","550630104011","55","5"
"G55006300104012","550630104012","35","2"
"G55006300104013","550630104013","16","1"
"G55006300104014","550630104014","27","1"
"G55006300104031","550630104031","45","3"
"G55006300104032","550630104032","60","5"
"G55006300104033","550630104033","60","5"
"G55006300104034","550630104034","59","5"
"G55006300104041","550630104041","46","3"
"G55006300104042","550630104042","43","3"
"G55006300105001","550630105001","50","4"
"G55006300105002","550630105002","63","6"
"G55006300105003","550630105003","68","7"
"G55006300105004","550630105004","73","8"
"G55006300106001","550630106001","40","2"
"G55006300107001","550630107001","48","4"
"G55006300107002","550630107002","43","3"
"G55006300107003","550630107003","PH","PH"
"G55006300107004","550630107004","55","5"
"G55006300108001","550630108001","44","3"
"G55006300108002","550630108002","41","3"
"G55006300108003","550630108003","53","4"
"G55006509701001","550659701001","69","7"
"G55006509701002","550659701002","60","5"
"G55006509701003","550659701003","77","8"
"G55006509702001","550659702001","52","4"
"G55006509702002","550659702002","65","6"
"G55006509702003","550659702003","82","9"
"G55006509702004","550659702004","74","8"
"G55006509703001","550659703001","53","4"
"G55006509703002","550659703002","61","6"
"G55006509703003","550659703003","52","4"
"G55006509704001","550659704001","80","9"
"G55006509704002","550659704002","66","7"
"G55006509704003","550659704003","82","9"
"G55006509705001","550659705001","55","5"
"G55006509705002","550659705002","64","6"
"G55006509705003","550659705003","68","7"
"G55006709601011","550679601011","71","7"
"G55006709601012","550679601012","67","7"
"G55006709601021","550679601021","51","4"
"G55006709601022","550679601022","81","9"
"G55006709603001","550679603001","62","6"
"G55006709603002","550679603002","74","8"
"G55006709603003","550679603003","61","6"
"G55006709604001","550679604001","64","6"
"G55006709604002","550679604002","65","6"
"G55006709604003","550679604003","65","6"
"G55006709605001","550679605001","74","8"
"G55006709605002","550679605002","80","9"
"G55006709606001","550679606001","89","10"
"G55006709606002","550679606002","89","10"
"G55006709606003","550679606003","89","10"
"G55006709606004","550679606004","89","10"
"G55006709606005","550679606005","89","10"
"G55006709607001","550679607001","94","10"
"G55006709607002","550679607002","94","10"
"G55006709607003","550679607003","89","10"
"G55006709607004","550679607004","81","9"
"G55006909601001","550699601001","53","4"
"G55006909601002","550699601002","46","3"
"G55006909601003","550699601003","56","5"
"G55006909602001","550699602001","66","7"
"G55006909602002","550699602002","84","9"
"G55006909602003","550699602003","79","9"
"G55006909603001","550699603001","37","2"
"G55006909603002","550699603002","66","7"
"G55006909603003","550699603003","60","5"
"G55006909604001","550699604001","70","7"
"G55006909604002","550699604002","59","5"
"G55006909605001","550699605001","59","5"
"G55006909605002","550699605002","65","6"
"G55006909606001","550699606001","55","5"
"G55006909606002","550699606002","54","4"
"G55006909606003","550699606003","57","5"
"G55006909607001","550699607001","67","7"
"G55006909607002","550699607002","63","6"
"G55006909607003","550699607003","66","7"
"G55006909608001","550699608001","88","10"
"G55006909608002","550699608002","89","10"
"G55006909608003","550699608003","84","9"
"G55006909609001","550699609001","89","10"
"G55006909609002","550699609002","90","10"
"G55006909609003","550699609003","86","9"
"G55006909610001","550699610001","74","8"
"G55006909610002","550699610002","84","9"
"G55006909610003","550699610003","91","10"
"G55007100001001","550710001001","79","9"
"G55007100001002","550710001002","68","7"
"G55007100001003","550710001003","73","8"
"G55007100001004","550710001004","91","10"
"G55007100001005","550710001005","81","9"
"G55007100002001","550710002001","68","7"
"G55007100002002","550710002002","91","10"
"G55007100003001","550710003001","59","5"
"G55007100003002","550710003002","47","3"
"G55007100003003","550710003003","48","4"
"G55007100004001","550710004001","82","9"
"G55007100004002","550710004002","77","8"
"G55007100004003","550710004003","74","8"
"G55007100004004","550710004004","77","8"
"G55007100004005","550710004005","87","9"
"G55007100005001","550710005001","93","10"
"G55007100005002","550710005002","97","10"
"G55007100005003","550710005003","94","10"
"G55007100005004","550710005004","93","10"
"G55007100006001","550710006001","89","10"
"G55007100006002","550710006002","89","10"
"G55007100006003","550710006003","86","9"
"G55007100006004","550710006004","88","10"
"G55007100006005","550710006005","75","8"
"G55007100007001","550710007001","84","9"
"G55007100007002","550710007002","75","8"
"G55007100007003","550710007003","82","9"
"G55007100007004","550710007004","86","9"
"G55007100007005","550710007005","85","9"
"G55007100007006","550710007006","87","9"
"G55007100008001","550710008001","85","9"
"G55007100008002","550710008002","72","8"
"G55007100008003","550710008003","90","10"
"G55007100008004","550710008004","91","10"
"G55007100051001","550710051001","72","8"
"G55007100051002","550710051002","91","10"
"G55007100051003","550710051003","87","9"
"G55007100052001","550710052001","81","9"
"G55007100052002","550710052002","78","8"
"G55007100052003","550710052003","78","8"
"G55007100052004","550710052004","70","7"
"G55007100053001","550710053001","88","10"
"G55007100053002","550710053002","93","10"
"G55007100053003","550710053003","88","10"
"G55007100054001","550710054001","88","10"
"G55007100054002","550710054002","90","10"
"G55007100054003","550710054003","87","9"
"G55007100054004","550710054004","90","10"
"G55007100101001","550710101001","64","6"
"G55007100101002","550710101002","76","8"
"G55007100101003","550710101003","67","7"
"G55007100101004","550710101004","69","7"
"G55007100102001","550710102001","53","4"
"G55007100102002","550710102002","51","4"
"G55007100102003","550710102003","53","4"
"G55007100102004","550710102004","53","4"
"G55007100103001","550710103001","58","5"
"G55007100103002","550710103002","60","5"
"G55007100103003","550710103003","66","7"
"G55007100104001","550710104001","60","5"
"G55007100104002","550710104002","58","5"
"G55007100104003","550710104003","62","6"
"G55007100104004","550710104004","59","5"
"G55007100104005","550710104005","59","5"
"G55007100105001","550710105001","49","4"
"G55007100105002","550710105002","48","4"
"G55007100105003","550710105003","58","5"
"G55007100106001","550710106001","60","5"
"G55007100106002","550710106002","61","6"
"G55007100106003","550710106003","53","4"
"G55007100106004","550710106004","39","2"
"G55007100107001","550710107001","74","8"
"G55007100107002","550710107002","54","4"
"G55007100107003","550710107003","75","8"
"G55007109900000","550719900000","PH","PH"
"G55007300001001","550730001001","79","9"
"G55007300001002","550730001002","79","9"
"G55007300001003","550730001003","79","9"
"G55007300001004","550730001004","80","9"
"G55007300002001","550730002001","56","5"
"G55007300002002","550730002002","78","8"
"G55007300002003","550730002003","82","9"
"G55007300003001","550730003001","55","5"
"G55007300003002","550730003002","68","7"
"G55007300003003","550730003003","57","5"
"G55007300003004","550730003004","62","6"
"G55007300003005","550730003005","60","5"
"G55007300004001","550730004001","79","9"
"G55007300004002","550730004002","81","9"
"G55007300004003","550730004003","85","9"
"G55007300004004","550730004004","93","10"
"G55007300005001","550730005001","91","10"
"G55007300005002","550730005002","78","8"
"G55007300005003","550730005003","70","7"
"G55007300006011","550730006011","85","9"
"G55007300006012","550730006012","87","9"
"G55007300006021","550730006021","86","9"
"G55007300006022","550730006022","88","10"
"G55007300006023","550730006023","86","9"
"G55007300007001","550730007001","70","7"
"G55007300007002","550730007002","80","9"
"G55007300007003","550730007003","80","9"
"G55007300007004","550730007004","83","9"
"G55007300007005","550730007005","72","8"
"G55007300008001","550730008001","76","8"
"G55007300008002","550730008002","75","8"
"G55007300009001","550730009001","80","9"
"G55007300009002","550730009002","78","8"
"G55007300010001","550730010001","65","6"
"G55007300010002","550730010002","66","7"
"G55007300010003","550730010003","68","7"
"G55007300011031","550730011031","64","6"
"G55007300011032","550730011032","63","6"
"G55007300011033","550730011033","65","6"
"G55007300011034","550730011034","65","6"
"G55007300011041","550730011041","81","9"
